prompt,answer,f1
"In 1887, at the age of thirty-four, Janáček is best known in Brno, the place of residence, for his professional activity at the Organ School, at the secondary school of Old Brno, for his activity in the choir of the Beseda choral society, for his activity as a conductor, as well as for his pen. Certainly, some of his compositions were performed, especially under his direction, from 1875, including two recent choirs from 1886. Janáček had composed mainly for voice (mostly choirs), organ pieces, some piano pieces and two works for orchestra, limited only to strings (Suite and Illedy, which dealt with the genre).
-----
Question: How old was Janáček in 1887?
Answer: thirty-four
-----
Question: In what choral society was Janáček developing his activity?
Answer: Beseda
-----
Question: What genre left Janáček?
Answer: the opera
-----
Question: What was the composer's place of residence?
Reply : Brno
-----
Question: From 1875 under whose direction were Janáček's compositions mainly executed?
Answer:",under your direction,0.0
"More than twenty-nine thousand specialists from one hundred and thirty-eight states meet from today in Catalonia at one of the most important oncological congresses at an international level. This is the annual congress of the European Society of Medical Oncology (ESMO), which takes place at Fira Gran Via Barcelona, in Hospitalet de Llobregat, until Tuesday. 'The congress welcomes professionals such as doctors, nurses, basic researchers, representatives of patients and other associations that contribute to winning the battle against cancer. It is a slow fight but we are improving the prognosis and survival', says the president of ESMO, Dr Josep Tabernero. They presented two thousand more studies of cancer, but they could also be considered to be high in the practice of the clinical diagnosis.
-----
Question: How many specialists meet?
Answer: More than twenty-nine thousand
-----
Question: Where is the congress held?
Response: Fira Gran Via Barcelona
-----
Question: Which congress is it?
Answer:",of the European Society of Medical Oncology,0.8
"To create Chewbacca’s grunts, Burtt recorded and combined noises from: dogs, bears, lions, tigers and walruses, from which he formed phrases and sentences. In collaboration with Lucas, he composed the robotic voice of R2-D2 after passing his voices through a synthesizer, in combination with water pipes and whistles. Darth Vader’s breathing was achieved from Burtt’s breathing inside a diving mask (supplied with an oxygen tank) to which he was implanted a microphone, as well as he chose the voice of the well-known to do, Anthony Wellson did not try to use the sound of his own voice, but he did not initially decided to use the sound of the well-known voice.
-----
Question: How many voice actors participated in the audition?
Answer: Up to thirty
-----
Question: What was the diving mask provided for?
Response: from one oxygen tank
-----
Question: From which animals did the noises that were used to create the Chewbacca grunts come from?
Answer: dogs, bears, lions, tigers and walruses
-----
Question: Where does David Prowse accent come from?
Answer:",from the southwestern region of England,0.25
"The British Supreme Court has expressed its rejection of Northern Ireland’s abortion law as being incompatible with the European Convention on Human Rights, while recognising that it does not have the power to issue a ruling that would force a change to the standard. Northern Ireland is the only part of the UK that has such restrictive abortion law, allowing only this practice when the mother’s life is in danger. Its position has become even more isolated after Ireland backed in referendum by the withdrawal of the abortion ban. Advocates of the right to abortion have ensured that the Supreme Court’s declaration on the incompatibility of Northern Ireland’s abortion law with the European Convention’s Human Rights Convention is supposed to lead to a fundamental ruling that no human rights should lead to the Northern Ireland’s High Court’s rule.
-----
Question: How many Supreme Court judges have estimated that abortion law in Northern Ireland is not compatible with the European Convention on Human Rights?
Answer: Four
-----
Question: What does the British Supreme Court reject?
Answer: Northern Ireland Abortion Law
-----
Question: Why does the British Supreme Stand down Northern Ireland's abortion law?
Answer:",to consider it incompatible with the European Convention on Human Rights,0.0
"After a trip of one hundred and twenty days, the rhinoceros was finally landed in Portugal, near the place where the Torre de Belém was being built Manuelí style. The tower was later decorated with gargoyles shaped like a rhinoceros under its overhangs. Since a rhinoceros had not been seen in Europe since the time of the Roman Empire, it had become a kind of legendary creature, which occasionally appeared in the bestiaries along with the unicorns, so that the arrival of a living specimen caused a sensation. The exotic animal was lodged in the park ferotic Palace of the great elephants I had deliberately defeated, Manuel Vocinto, and his last spectacle was separated from the elephants.
-----
Question: How many days did the rhinoceros trip last?
Answer: one hundred and twenty
-----
Question: Who organized a fight between Manuel I?
Answer: between the rhinoceros and a young elephant in his collection
-----
Question: What was Belém Tower decorated with?
Answer: with rhinoceros-shaped gargoyles under their overhangs
-----
Question: Where was the rhinoceros landed?
Answer:","Portugal Portugal, Spain",0.0
"The sensational success of Cavalleria had raised hopes of a revival of Italian opera after more than ten years of crisis. The following year, Mascagni contributed to it with this second title, with a triumphal result for the public at the time he looked like the most promising composer of the young generation. His first piece had been widely admired, but Mascagni wanted to rule out that the reputation of Cavalleria was too focused on the libretto and history and that he finally watered down his entrance as a composer. While avoiding comparison with the previous work, Mascagni decisively changed the realistic poetry and preferred the tradition of limediary, sentimental. The atmosphere is being the atmosphere and atmosphere of the later Jewish opera is painted in a brighterly lighter manner and the genre.
-----
Question: How many years had Italian opera been in crisis?
Answer: more than ten
-----
Question: How was the result for the public?
Answer: Triumphal
-----
Question: What tradition did you prefer?
Answer: the lirica commedia
-----
Question: What research do we find in the history of Fritz?
Answer: True Love
-----
Question: In what colors is Fritz bathed?
Answer:",pastel,0.0
"'Pokémon Go', the augmented reality application of Niantic that allows to catch the popular creatures of Nintendo around the world, has overcome the barrier of 200 million dollars (182 million euros) in its first month since the launch of the game, thus dusting the records of other mobile games, according to Sensor Tower consulting. In this way, the popular application would have dusted the records of other successful mobile video games such as 'Clash Royale', developed by Supercell, whose turnover after 30 days on the market reached 125 million dollars (114 million euros). In this sense, Sensor Tower analysts highlight the revenue in the arrival of Japan's massive application Gomon, and the first US$200 million million app, as a result of its landing.
-----
Question: How many dollars did 'Clash Royale' bill for the first 30 days it went on the market?
Answer: 125 million
-----
Question: What does Niantic's augmented reality application make possible?
Answer: Catch all over the world the popular Nintendo creatures
-----
Question: When has the ‘Pokémon Go’ app been launched in Japan?
Answer:",22 of July,0.28571428571428575
"Around 50,000 brigadiers, no more than 20,000 at the same time, fought in the Civil War. Approximately one third found the death and another was badly wounded. Of the fifty nationalities, most were French, Polish, Italian, German, American and British. From spring of 1937, numerous Spanish began to form part of the Brigades for the numerous casualties because they were used as a spearhead in the offensives and the decline of new volunteers. The last intervention in combat was in the Battle of the Ebro where they were the first to cross the river by the bridgehead of Vinebre and in the maneuver of distraction made between Tortosa and Amposta.
-----
Question: How many brigadiers fought in the Civil War?
Answer: About 50,000
-----
Question: Why were there numerous casualties among the Brigadiers?
Answer: They were used as a spearhead in the offensives
-----
Question: Where was the Brigadists' last combat intervention?
Answer: Battle of the Ebro
-----
Question: When did many Spaniards begin to join the Brigades?
Answer: From spring 1937
-----
Question: Where did the Brigadiers cross the river?
Answer:",by the bridgehead of Vinebre,0.3529411764705882
"Generally speaking, frogs and toads are classified into three suborders: Archaeobatraceans, which include four families of primitive frogs; Mesobatraceans, which include five families of evolutionarily intermediate frogs, and Neobatracians, by far the largest group, which contain the 24 remaining families of “modern” frogs, including most common species around the world. Neobatracians are further subdivided into Hyloid and Ranoid frog families. This classification is based on morphological traits such as the number of vertebrae, the structure of the scapular waist, and the morphology of the headgroves. All of these families, and they will soon enjoy this broad consensus among the most evolutionary families.
-----
Question: How many suborders are frogs and toads classified?
Answer: three
-----
Question: What are neobatrachies subdivided into?
Answer: in hyloids and ranoids
-----
Question: What should future studies of molecular genetics provide soon?
Answer: more information on evolutionary relationships between frog families
-----
Question: On what morphological traits is the subdivision of Noeobatraceans based?
Answer:","the number of vertebrae, the structure of the shoulder girdle and the morphology of tadpoles",0.39999999999999997
"Shortly after the founding of the group, on May 24, 1931, the delegates of the three groups of the KITPAC met: Fernando García Mercadal (center), José Manuel Aizpurúa (north) and Josep Lluís Sert (est). The meeting also agreed on the collegiate management of the magazine A.C. Documentos de Actividad Contemporánea, the group participation in the national competitions, the economic participation fees in the CIRPAC and the production of exhibitions, conferences and seminars. The Catalan group also decided to maintain the name GATCPAC, which they had already signed in their store. At the first issue of the magazine, 2,50 pesetas.
-----
Question: How many groups made up KITPAC?
Answer: three
-----
Question: What was agreed to produce at the KITPAC meeting?
Answer: exhibitions, conferences and seminars
-----
Question: When was the group founded?
Answer: May 24, 1931
-----
Question: When did the first issue of A.C. magazine come out?
Answer:",In May 1931,0.6666666666666666
"This period encompasses the reign of Alfonso III, who ascended the throne at the age of 18, after the death of his father, Ordoño I and that marked the zenith of the kingdom of Asturias. As a continuation of the kingdom of Toledo, the new king fully assumed the obligation to re-conquer all the territory occupied by the Muslims. Faced with the expansion of their positions, the Mozarabs from the Andalusian came to contribute to the repopulation, which had an impact on the influence of the new architectural constructions making the semicircular arches began to be changed by the horseshoe arches.
-----
Question: How old was Alfonso III when he came to the throne?
Answer: 18
-----
Question: What does this period cover?
Answer: the reign of Alfonso III
-----
Question: What was the impact of the arrival of the Mozarabs from Andalucia?
Answer: on the influence of new architectural constructions
-----
Question: What did the Mozarabs from Andalucia contribute to in this period?
Answer: to restocking
-----
Question: What obligation did Alfonso III assume?
Answer:",re-conquer all the territory occupied by Muslims,0.923076923076923
"Podemos and United Left (IU) have published today the text detailing the agreement between both political formations. It is based on fifty points, one of which is that of 'Right to decide'. At this point, the call for a referendum to decide 'the type of territorial relationship they wish to establish with the rest of Spain', but it does not specify whether it will be about independence. This is the text that talks about the right to decide: 'Opening a broad citizen debate on the recognition and the ways of exercising the right to decide within the framework of constitutional change. Constitutional recognition of the plurinational nature of Spain. Constitutional guarantee of the right of the autonomous governments to hold consultations in the majority of the country when it asks for it.
-----
Question: On how many points is the agreement based?
Answer: 50
-----
Question: What political formations have reached an agreement?
Answer:",We Can and United Left,0.0
"In 2000 the last phase of reconstruction began, phase in which the architect Josep Benedito collaborated. In 2003 a new room for temporary exhibitions was opened and the works were completed in 2004, with a total constructed area of 51,600 square meters and, therefore, the surface added to the original construction is 15,300 square meters. Simultaneously, the waterfalls in front of the Palace were restored. The final inauguration, by the Kings of Spain, Juan Carlos I and Sofia of Greece, was carried out on 16 December 2004.
-----
Question: How many square meters were added to the original construction?
Reply : 15,300
-----
Question: When did the last reconstruction phase start?
Reply : 2000
-----
Question: What year was a new room for temporary exhibitions opened?
Answer:",2003 - 2003,0.6666666666666666
"The 2011 Llorca earthquake struck the Region of Murcia, especially the towns of Llorca and Totana, at 18:47 (local time) on May 11, 2011 and left nine dead and 293 injured. The magnitude of the earthquake was 5.1 on the current magnitude seismological scale, and was preceded by another 4.5. Nearly 40,000 affected were counted in a population of just over 92,000 people.
-----
Question: How many deaths did you leave?
Answer: New
-----
Question: How big was the earthquake?
Answer: 5,1
-----
Question: What populations shook?
Answer: Llorca and Totana
-----
Question: How many people were affected?
Answer:","about 40,000",0.5
"As usual, in September the bookstores offer novelties in the field of the dissemination of mushrooms and ways of cooking them. This year is no exception, although there are fewer titles than in previous seasons. We find novelties of two well-known authors of mushrooms: Ramon Pascual, mycologist and biologist of reference in the dissemination of sciences, and the young enthusiast Marc Estévez, who has also been traveling through this forest world for years. And they add two gastronomic novelties, dedicated to the cuisine of the mushroom, with recipes of the chefs Sergi de Meià and Mariona Cuadrada. It is necessary to prepare first because the mushrooms have already been published in the mushrooms of the hard world of the book Ramón Grenade.
-----
Question: How many books has Ramon Pascual published?
Answer: more than a dozen
-----
Question: What is a reference Ramon Pascual?
Answer: in the dissemination of science
-----
Question: What are Sergi de Meià and Mariona Cuadrada?
Answer:",cooks and cooks,0.15384615384615383
"The lawyer of the Generalitat has presented a letter of indictment ad precaution against Francisco Camps and more former senior officials of the council and businessmen, in the cause that investigates the irregularities in the design and construction of the circuit of formula 1, against the criterion of the prosecutor's anti-corruption, that has requested that the case be filed. The letter of indictment is presented because there is still pending to resolve the appeal to the refusal of the magistrate of the court of instruction 17 to have sufficient evidence of the technical aspects of the case, requested by the lawyer of the Generalitat and rejected this morning by the magistrate. The lawyer wanted a supplementary report to have a closed to have still considered more specific budget to have certain interests, but it has not been necessary to do so that it to have the defense of the cost.
-----
Question: How many euros did the Formula 1 circuit cost?
Answer: ninety million
-----
Question: Who has requested to file the cause that investigates irregularities in the construction of the Formula 1 circuit?
Answer: Anti-corruption prosecution
-----
Question: What has the Generalitat’s legal profession presented?
Answer:",a letter of indictment ad precaution,0.25
"The Turkish police arrested on Thursday in Istanbul 17 alleged militiamen during a series of raids carried out in various offices of the Democratic People's Party (HK), according to local media. The police operations took place a few hours after a double bomb attack in the southeast of the country, which has resulted in the deaths of nine civilians and has been attributed by the security forces to the Kurdistan Workers Party (PKK). The Turkish police raided the HDP headquarters in Istanbul, 17 detenidos https://t.co/12BfOtNixD pic.twitter.com/Xxnx2RC —C7Curtzat — according to the police force, has been arrested by the HKKKKKK, and the police force has been arrested by the militants in the HDP's's, and the police force has been arrested by the HDP, according to the police force of an anti-Turdan police force.
-----
Question: How many civilians have died in the double bomb attack?
Answer: New
-----
Question: Who are the security forces imputing the perpetration of the attack?
Answer: Kurdistan Workers' Party
-----
Question: Where in Turkey has there been a double bomb attack?
Answer:",south-east,0.4
"It is an altarpiece with polychrome wood carvings and panels painted in oil with a total of 51 characters. In the center is represented the Calvary. On the left, the descent of the Cross, the burial of Jesus and the resurrection. On the right, the kiss of Judas, the coronation of thorns and flogging. At the extremes there are four wings in the lower part and two smaller ones above. On the lower ones, they portray Michel de Chaugy and his wife Laurette Jaucourt; Jehan de Chaugy, father of the donor, Guillemette de Montagu and his wife, accompanied by their saints protectors. The shields on the upper wings show the arms of the two angels.
-----
Question: How many characters are in the altarpiece?
Answer: 51
-----
Question: How are the wooden carvings of the altarpiece?
Answer: polychrome
-----
Question: How are the panels painted?
Answer: in oil
-----
Question: What is represented in the center?
Answer: the Calvary
-----
Question: Where do we find the Deposition of Christ?
Answer:",To the left,0.0
"Very little is known about Lisa’s life. She was born in Florence, and during her teenage years married a cloth and silk merchant who years later became a local civil servant. She had five children and maintained a well-to-do and ordinary middle class life. Lisa survived her husband, who was considerably older than her.
-----
Question: How many children did Lisa have?
Answer: five
-----
Question: How was Lisa's husband?
Answer: considerably larger than her
-----
Question: In which city was Lisa born?
Answer: Florence
-----
Question: When did Lisa get married?
Answer: During Your Adolescence
-----
Question: What kind of life did Lisa maintain?
Answer:",of a wealthy and ordinary middle class,0.4444444444444444
"Preliminary movements consisted of a series of attacks and sieges to several castles such as the Siege of Fushimi which was guarded by the Torii clan, led by Torii Mototada. The forces of the ""West Army"", commanded by Ishida Mitsunari, began the attack on 27 August 1600, which is known as the Siege of Fushimi. Mototada's forces were overwhelmed in great numbers so that the efforts were reduced to delay as much as possible the army of Mitsunari in order that Tokugawa Ieyasu had enough time to flee and re-arm a large army. To carry out this task, Mototada had the support of the Seyra warriors, while at the end of the hundreds of Kosuguerra.
-----
Question: How many ninjas died in the clashes?
Answer: About a hundred
-----
Question: Who led the Torii clan?
Response: Torii Mototada
-----
Question: What forces did Ishida Mitsunari command?
Answer:","the ""West Army""",1.0
"The Spanish elections on Sunday in Catalonia have seen how independence (ERC, Together for Catalonia, CUP) achieved almost the same number of votes six months ago (ERC, Together for Catalonia and the Republican Front). The difference between the independence votes of the 28-A (1,644,986) and those of the 10-N (1,622,063) is little significant. It has grown just from 7,077 votes. In contrast, the independence has gone from 39.2% of the votes to 42.4%. A notable increase, of 3 points. This is explained because the unionism (PSC, Commons, PP, Citizens, and Vox) in these six months has lost 32596 votes.
-----
Question: How many votes have lost PSC, Commons, PP, Citizens and Vox in six months?
Reply : 323,965
-----
Question: What is the difference between the 28-A and 10-N independence votes?
Answer: Little Significant
-----
Question: How much did the independence votes increase in the 10-N elections compared to the 28-A elections?
Answer:",7.077,0.0
"The plenary of the Valencian Parliament has approved, with the vote in favor of all the deputies and the abstention of a representative of Podemos, to urge the Council to ask the Spanish government to begin the process of execution of the Mediterranean corridor. The approved text proposes to start the previous studies and planning, establish an estimated date of beginning and include a budget line to provide it economically. They have also approved to request that the Mediterranean corridor be a priority within the plans of the European Union. The initiative has had the support of the five groups with representation in the Valencian parliament: PP, PSPV, Commitment, Podemos and Citizens, from the proposal not of the law on the Mediterranean corridor presented by Citizens and defense by the deputy of this María Podemar, so that it is not always to be postponed. According to the executive of the party Jimén García has been to be in order that it is not to be in the main corridor.
-----
Question: How many groups has the initiative been supported?
Answer: five
-----
Question: Who abstained from the vote?
Answer: César Jiménez
-----
Question: Where do you want the Mediterranean Corridor to be a priority?
Answer:",within the European Union plans,0.25
"The facade is articulated in four orders, and its heights do not correspond to the interior floors. The lower three orders are 80 arches on pilasters, and with semicolumns attached to support a purely decorative entablature. The fourth is a blind wall, with pilasters attached, and windows in one of each two windows. The upper part of the Colosseum was made of wood and was rebuilt with stone around 223.
-----
Question: How many arcs are the three bottom commands?
Answer: 80
-----
Question: How are the semicolumns of the three lower orders?
Answer: townhouses
-----
Question: What is the fourth order below?
Answer: A Blind Wall
-----
Question: What was originally the top of the Colosseum?
Answer: made of wood
-----
Question: How many orders does the facade articulate?
Answer:","four,",0.0
"The front of strong storms has loosened this Saturday afternoon in the Empordà after leaving notable records such as the 107 liters of Calonge, the 93 of Castell-Platja d'Aro, the 79 liters of Port de la Selva or the 65 of Palamós, according to data from the stations of Meteoclimatic and Meteocat. Civil Protection keeps the alert of the Inuncat and asks for caution in touching the streams. For its part, the Firefighters of the Generalitat accumulate more than 180 services until 18h, most in the Girona region. Floods, parking and small basements, from the three incidents of the city of Rosellada have been met.
-----
Question: How many services did the Firefighters have to do?
Answer: over 180
-----
Question: Where did the storm front loosen?
Answer: in the Empordà
-----
Question: What alert does Civil Protection maintain?
Answer:",The,0.0
"In 1425 the association between the workshops of Donatello and Michelozzo began, which lasted almost until the end of the 1430s; this artistic collaboration resulted in a series of important works. Michelozzo was about ten years younger than Donatello, he had been a former disciple of Brunelleschi and stood out as a good sculptor and architect; while Donatello was an indisputable master of sculpture. In the works that emerged as a result of this association, Michelozzo, as a rule, was dedicated to the resolution of the issues related to the social and architectural aspects.
-----
Question: How old was Michelozzo younger than Donatello?
Answer: about ten years
-----
Question: Whose former disciple was Michelozzo?
Answer: Brunelleschi
-----
Question: How long was the partnership between Donatello and Michelozzo workshops maintained?
Answer: Until the end of the 1430s
-----
Question: When did the partnership start between the workshops of Donatello and Michelozzo?
Reply : 1425
-----
Question: What was the result of the artistic collaboration between the workshops of Donatello and Michelozzo?
Answer:",a number of important works,0.46153846153846156
"The prisoner-of-war exchange that has taken place today between Ukrainian government forces and militias of the pro-Russian forces of the east of the country has ended successfully and without incident, as confirmed by representatives of the self-proclaimed republics of Donetsk and Lugansk. Donestk and Lugansk have delivered to Ukraine a total of 77 Ukrainian military personnel (52 captured by Donetsk and 25 by Lugansk) and received in exchange 123 of their fighters (60 Donetsk militiamen and 63 Lugansk militiamen) through the checkpoint Mayorsk, near Hórlivka, as confirmed by both delegations to the official Russian agency, RIA Novosilateral D's have already begun negotiations with the Russian Federation of Ukraine (KRT) and the long-helmed by the UN Security Council of Russia.
-----
Question: How many military prisoners have returned to Ukraine?
Answer: 77
-----
Question: How many deaths has the conflict left?
Answer: 13,000
-----
Question: At which checkpoint was the prisoner exchange done?
Answer:",Hotels in Mayorsk,0.5
"In the Roman Republic of the 1st century BC, gladiator games were one of the most popular forms of entertainment. In order to supply gladiators for combat, several training schools or ludis were established throughout Italy. In these schools, prisoners of war and convicted criminals – who were considered slaves – were trained in the skills necessary to fight to death in gladiator games. In 73 BC, a group of about 200 gladiators from the Capua school, belonging to Lentul Batiat, planned a flight. When their plan was revealed, a force of about 70 men were armed with kitchen implements (“arts and swords”) to fight at school and various weapons and weapons.
-----
Question: How many gladiators planned an escape?
Answer: a group of about 200
-----
Question: Who were they training in these schools?
Answer: prisoners of war and convicted criminals
-----
Question: What school were the gladiators who wanted to escape?
Answer: Capua
-----
Question: What form of entertainment was very popular?
Answer:",the gladiator games,1.0
"It is an element of the p block and the last of the 7th period. Oganesson is currently the only synthetic member of the 18th group. It has the largest atomic number and atomic mass of all known elements. Its temporary name was Ununocti (Uuo). The radioactive atom of oganesson is very unstable and, since 2005, only three atoms (possibly four) of its 294Og isotope have been detected in the experiments carried out in order to synthesize it. Although this has only allowed a very little experimental determination of its properties and the possible compounds, the theoretical calculations have offered many predictions, including some very inoga group, and it is not previously believed that all other elements of the solid gas are.
-----
Question: How many atoms have been detected of the 294Og isotope since 2005?
Answer: three atoms (possibly four)
-----
Question: How is the oganesson temporarily called?
Answer: Ununocti
-----
Question: How does the radioactive atom of oganesson behave?
Answer: Very unstable
-----
Question: What group does the oganesson belong to?
Answer: 18
-----
Question: Which is currently the only synthetic member of Group 18?
Answer:",The,0.0
"The first performance of excerpts from the opera in the original German language was presented on 6 February 1938, during a broadcast of German radio in Czechoslovakia, in Prague. Shortly after, on 10 December 1938, the opera was premiered in the Czech translation at the Municipal Theatre in Olomouc. Due to the tense political situation of the Second Czech Republic at the time and with the imminent occupation by Hitler's German forces (which took place a few weeks later, in March 1939) the opera was obviously only performed once during this period.
-----
Question: How many times was the opera performed in this period?
Answer: Only once
-----
Question: How was the first performance of excerpts from the opera made?
Answer: During a German radio broadcast in Czechoslovakia
-----
Question: Where was the Czech translation of the opera premiered?
Answer: at the Municipal Theatre of Olomouc
-----
Question: When was the first performance of excerpts from the opera made?
Answer: February 6, 1938
-----
Question: What is the original language of the opera?
Answer:",German,1.0
"The low stall has 53 seats with the life of the Saints sculpted on the back. The high choir consists of 69 thrones, including the central episcopal chair with the shield of Bishop Alonso Suárez de la Fuente. The tables depict scenes from the life of Christ.
-----
Question: How many seats does the chair have below?
Answer: 53
-----
Question: Whose shield is in the central episcopal chair?
Response: Alonso Suárez de la Fuente
-----
Question: What does the low seat have?
Answer: 53 seats
-----
Question: What do tables represent?
Answer: Scenes from the Life of Christ
-----
Question: Where is the life of the Saints sculpted?
Answer:",in the back,0.3333333333333333
"The Woodwind Instrument section for the Eighth consists of two flutes (one doubling the fifth flute), four flutes, four oboes, an English horn, three clarinets in B-flat, at least two requints in E-flat, a bass clarinet in B-flat, four bassoons and a contrabassoon. The wind-metal section comprises eight horns, four trumpets, four trombones, a tuba and a set ""apart"" of four trumpets (the first may be be doubled) and three trombones. The percussion instruments consist of two sets of timpani, two sets of stalls, two sets of silvers, four bass drums, four bass drums, and four bass drums were also suggested in a bass section of bass bass (they, and a bass drum).
-----
Question: How many flautins does the woodwind section have for the Eighth?
Answer: two
-----
Question: What instrument did Mahler add during the final rehearsals to the percussion section for the Eighth?
Answer: a glockenspiel
-----
Question: What other instrument did they add during the trials for the Eighth?
Answer: a piano
-----
Question: How many timpani does the percussion section have for the Eighth?
Answer: Two games
-----
Question: How many horns does the wind-metal section have for the Eighth?
Answer:",eight,0.0
"The Observatory Against Homophobia (OCH) has warned that a young man suffered a serious homophobic aggression on Friday morning in the district of Ciutat Vella, where two men insulted him, alluding to his sexual orientation, and beat him. The young man, who does not live in Barcelona, came out of a party with a friend when he was surrounded in an alley in the Born district by the two aggressors, who shocked him and assaulted him, has informed the president of OCH, Eugeni Rodríguez, to the agency Europa Press. The young man was attended to emergencies and the OCH activated the protocol when he had the knowledge of the OX and made the corresponding oX. La Cuitat de Barcelona’s council has increased the attendance to this coming Tuesday.
-----
Question: How many men beat the young man?
Answer: two
-----
Question: Where was the beaten young man treated?
Answer: in emergencies
-----
Question: When is it expected that the complaint will be filed with the Mossos d'Esquadra?
Answer:",this Tuesday,0.0
"The problem of counting the number of solutions of different types of Apollonius problems belongs to the field of enumerative geometry. The general number of solutions for each of the ten types of Apollonius problem is shown in Table 1 above. However, some special arrangements of the given objects can change the number of solutions. For example, as shown in the illustration to the right, Apollonius' problem has no solution if one circle contains another, since to touch the inner circle it is necessary to cut the outer, but the solution circle cannot cut a circle and be tangent to it at the same time. On the other hand, if the three given circles are the same tangents, then there are only the same points of Apollon's solution.
-----
Question: How many types of Apollonius problem are there?
Answer: ten
-----
Question: How is a circle tangent to the same point at which three circles are already?
Answer: Resolving
-----
Question: What figure are the centers of the infinite solution circles?
Answer: A Hyperbola
-----
Question: How many solutions exist if the three given circles are identical?
Answer:",an infinite number,0.0
"The Catalan National Assembly (ANC) has stopped the campaign Strategic Consumption by the order of the mercantile court 11 of Barcelona, which accepted the request of Foment del Treball to stop the campaign as a precautionary measure. Strategic Consumption has the objective of 'strengthening a Catalan economy much more detached from political pressures' and of encouraging that the consumption of those 'olligopolistic companies' that had 'openly participated in the campaign of fear' against independentism' was abandoned. The ANC has informed the territorial sections with an internal statement that it was explained that the Assembly had fought for the campaign 'Estrike of the country, but the campaign of the ' has been promoted by the public. Until the campaign of the 'Estrike of the country, has been promoted.
-----
Question: How many euros bail has paid Foment?
Answer: 50,000
-----
Question: What should ANC do for the moment?
Answer: Stop all public action on Strategic Consumption
-----
Question: What campaign has the ANC stopped?
Answer:",Strategic consumption,0.028985507246376812
"The S III was the first smartphone to support Voice Over LTE with the introduction of HD Voice service in South vdel Korea. The phone allows video call with its 1.9 MP front-end camera, and with the support of the aptX codec, improves the Bluetooth connectivity of the device. The Texting of the S III does not highlight any important new features of the S II. The Speech-to-text is helped by Vlingo and Google's voice recognition assistant. Unlike other Android devices, there are a multitude of third-party write apps available that can complement the S III's default keyboard.
-----
Question: How many MPs does the front camera have?
Answer: 1.9
-----
Question: What does the phone allow us?
Answer: the video call
-----
Question: What does Google provide?
Answer: The Voice Recognition Wizard
-----
Question: What do many third-party applications complement?
Answer: the keyboard
-----
Question: What improves aptX codec?
Answer:",the Bluetooth connectivity,0.0
"For much of the 1790s, economic difficulties prevented Van Marum from obtaining funding for his experiments with the electrostatic machine and he decided to focus for several years on geology. Between 1796 and 1798 he gave some lectures on this subject in general, and in particular on volcanology, fossils and paleontology. In 1798 he visited Weissenstein an exhibition of lignite and basalt. There he observed the lignite covered by a layer of clay and pumice, coated in turn by gaped basalt, which Van Marum demonied ""sandy narlava"". From there he went to Meißen, where he visited the coal mines, which at that time were known for the fires, and where he made a satisfactory explanation of the 5002 terrestrial types.
-----
Question: How many models of glass did René Just Haüy’s collection have?
Answer: 500
-----
Question: What prevented Van Marum from obtaining funding for his experiments in the 1790s?
Answer: economic difficulties
-----
Question: Where did Van Marum go after being in Weissenstein?
Answer: Meißen
-----
Question: When did Van Marum give lectures on volcanology, fossils and paleontology?
Answer:","Between 1796 and 1798 he gave some lectures on this subject in general, and in particular on volcanology, but",0.1
"One of the first attempts to determine the Earth's density was made by Le Havre's hydrography professor, Pierre Bouguer, during the Geodesic Mission in Peru (1735-1739). Bouguer conducted several experiments to determine the relationship between the density of the Chimborazo volcano and the average density of the Earth, from the deviation of the vertical of a plumb near this great mountain. Isaac Newton had previously considered the realization of the experiment as a practical demonstration of his theory of gravitation in his Principia, but finally rejected the idea. Bouguer's results were not very good, since he measured a density of the Earth four times the top and the mountain twelve times more.
-----
Question: How many experiments did Pierre Bouguer conduct?
Answer: several
-----
Question: Who was one of the pioneers in trying to determine the Earth's density?
Answer: Pierre Bouguer
-----
Question: How were the results of Pierre Bouguer’s experiment?
Answer: They were not too good
-----
Question: What discipline was Pierre Bouguer?
Answer: Hydrography
-----
Question: Among what elements did you want to establish a relationship Pierre Bouguer ?
Answer:",between the density of Chimborazo volcano and the average density of Earth,0.12048192771084336
"The author of the entrance gate to the Chapel of the Living Kings is Domingo de Céspedes. He built this gate in 1529. It consists of three floors separated by two carefully elaborated friezes: the top, with cut-out griffins representing winged mythological characters with fish tail; the bottom, however, is not cut, but its grotesques are made with great precision. The final crowning is made with a skull down in the center (very Renaissance reason), where the tip of the shield of Cardinal Fonseca is supported; two large griffins hold it, on two puttios on both sides precious, the Canary works are also worked.
-----
Question: How many floors do you have?
Answer: three
-----
Question: Who made the entrance grate to the Chapel of the Old Kings?
Response: Domingo de Céspedes
-----
Question: How are the chandeliers on the sides?
Answer: hard worked
-----
Question: What year did you build it?
Answer:",1529,1.0
