prompt,answer,f1,predictions
"Poc després de la fundació del grup, el 24 de maig de 1931, es van reunir els delegats dels tres grups del GATEPAC: Fernando García Mercadal (centre), José Manuel Aizpurúa (nord) i Josep Lluís Sert (est). A la reunió es va acordar la gestió col·legial de la revista A.C. Documentos de Actividad Contemporánea, la participació grupal en els concursos nacionals, les quotes econòmiques de participació en el CIRPAC i la producció d'exposicions, conferències i seminaris. També es va discutir sobre les sigles i el grup català va decidir mantenir el nom GATCPAC, que ja tenien retolat a la seva botiga. Al maig de 1931 va sortir el primer número de la revista A.C., pel preu de 2,50 pessetes.
----
Pregunta: Quants grups conformaven el GATEPAC?
Resposta: tres
----
Pregunta: Què es va acordar de produir al la reunió del GATEPAC?
Resposta: exposicions, conferències i seminaris
----
Pregunta: Quan es va fundar el grup?
Resposta: el 24 de maig de 1931
----
Pregunta: Quan va sortir el primer número de la revista A.C.?
Resposta:",Al maig de 1931,0.8571428571428571, maig de 1931
"Aquest període abasta el regnat d'Alfons III, que va pujar al tron a l'edat de 18 anys, després de la mort del seu pare, Ordoni I i que va marcar el zenit del regne d'Astúries. Com continuador del regne de Toledo, el nou rei va assumir plenament l'obligació de tornar a conquerir tot el territori ocupat pels musulmans. Davant l'expansió de les seves posicions, els mossàrabs procedents de l'Àndalus van venir a contribuir a la repoblació, cosa que va repercutir en la influència de les noves construccions arquitectòniques fent que els arcs de mig punt comencessin a ésser canviats pels arcs de ferradura.
----
Pregunta: Quants anys tenia Alfons III quan va pujar al tron?
Resposta: 18
----
Pregunta: Què abasta aquest període?
Resposta: el regnat d'Alfons III
----
Pregunta: En què va repercutir l'arribada dels mossàrabs procedents de l'Àndalus?
Resposta: en la influència de les noves construccions arquitectòniques
----
Pregunta: A què van contribuir els mossàrabs procedents de l'Àndalus en aquest període?
Resposta: a la repoblació
----
Pregunta: Quina obligació va assumir Alfons III?
Resposta:",tornar a conquerir tot el territori ocupat pels musulmans,0.9411764705882353, per tornar a conquerir tot el territori ocupat pels musulmans
"Podem i Esquerra Unida (IU) han publicat avui el text que detalla l'acord entre totes dues formacions polítiques. Es basa en cinquanta punts, un dels quals és el de 'Dret de decidir'. En aquest punt s'apunta la convocatòria d'un referèndum per a decidir 'el tipus de relació territorial que desitgin establir amb la resta d'Espanya', però no especifica si serà sobre la independència. Aquest és el text que parla sobre el dret de decidir: «Obertura d'un ampli debat ciutadà sobre el reconeixement i les formes de l'exercici del dret de decidir en el marc del canvi constitucional. Reconeixement constitucional de la naturalesa plurinacional d'Espanya. Garantia constitucional del dret dels governs autonòmics a celebrar consultes a la ciutadania sobre l'encaix territorial de país quan una majoria ho demani amb intensitat.
----
Pregunta: En quants punts es fonamenta l'acord?
Resposta: cinquanta
----
Pregunta: Quines formacions polítiques han establert un acord?
Resposta:",Podem i Esquerra Unida,0.888888888888889, Podem i Esquerra Unida (IU)
"L'any 2000 es va iniciar l'última fase de reconstrucció, fase en la qual va col·laborar l'arquitecte Josep Benedito. El 2003 es va inaugurar una nova sala per a exposicions temporals i es van donar per concloses les obres el 2004, amb una superfície total construïda de 51.600 metres quadrats i, per tant, la superfície afegida a la construcció original és de 15.300 metres quadrats. Simultàniament, es van restaurar les cascades d'aigua que hi ha davant del Palau. La inauguració definitiva, a càrrec dels reis d'Espanya, Joan Carles I i Sofia de Grècia, es va portar a terme el 16 de desembre de 2004.
----
Pregunta: Quants metres quadrats es van afegir a la construcció original?
Resposta: 15.300
----
Pregunta: Quan es va iniciar l'última fase de reconstrucció?
Resposta: 2000
----
Pregunta: Quin any es va inaugurar una nova sala per a exposicions temporals?
Resposta:",2003,1.0, 2003
"El terratrèmol de Llorca de 2011 va sacsejar la Regió de Múrcia, especialment les poblacions de Llorca i Totana, a les 18:47 (hora local) del dia 11 de maig del 2011 i va deixar nou morts i 293 ferits. La magnitud del terratrèmol va ser de 5,1 en l'escala sismològica de magnitud de moment, i va estar precedit per un altre de 4,5. Es van comptabilitzar prop de 40.000 afectats en una població de poc més de 92.000 persones.
----
Pregunta: Quants morts va deixar?
Resposta: nou
----
Pregunta: De quina magnitud va ser el terratrèmol?
Resposta: 5,1
----
Pregunta: Quines poblacions va sacsejar?
Resposta: Llorca i Totana
----
Pregunta: Quanta gent va resultar afectada?
Resposta:",prop de 40.000,0.5, 40.000
"Com ja és habitual, el mes de setembre les llibreries ofereixen novetats en el camp de la divulgació dels bolets i maneres de cuinar-los. Aquest any no és una excepció, tot i que hi ha menys títols que en temporades anteriors. Trobem novetats de dos autors ben coneguts dels boletaires: Ramon Pascual, micòleg i biòleg de referència en la divulgació de les ciències, i el jove entusiasta Marc Estévez, que també ja fa anys que transita per aquest món forestal. I s'hi sumen dues novetats gastronòmiques, dedicades a la cuina del bolet, amb receptes dels cuiners Sergi de Meià i Mariona Cuadrada. Cal preparar-se perquè els primers rovellons ja han tret el cap a les zones muntanyoses del país. 'Guia de bolets per dur sota el braç' Ramon Pascual Columna Edicions Com diuen els responsables editorials de Columna en la sinopsi del llibre, Ramon Pasqual és l'autor de referència del món dels bolets i de la seva divulgació, amb més d'una desena de llibres publicats.
----
Pregunta: Quants llibres ha publicat Ramon Pascual?
Resposta: més d'una desena
----
Pregunta: En què suposa un referent Ramon Pascual?
Resposta: en la divulgació de les ciències
----
Pregunta: Què són Sergi de Meià i Mariona Cuadrada?
Resposta:",cuiners,1.0, cuiners
"L'advocacia de la Generalitat ha presentat un escrit d'acusació ad cautelam contra Francisco Camps i més ex-alts càrrecs del consell i empresaris, en la causa que investiga les irregularitats en el disseny i construcció del circuit de fórmula 1, en contra del criteri de la fiscalia anticorrupció, que ha demanat que la causa sigui arxivada. L'escrit d'acusació cautelar es presenta perquè encara hi ha pendent de resoldre el recurs a la negativa de la magistrada del jutjat d'instrucció 17 de completar la prova pericial de la causa, sol·licitada per l'advocacia de la Generalitat i refusada aquest matí per la magistrada. L'advocacia volia comptar amb un informe complementari per a tenir encara més tancats determinats aspectes, però la jutgessa considera que hi ha indicis de delicte per a elevar un escrit d'acusació, sense perjudici que continuï explorant totes les vies oportunes en defensa de l'interès general. L'advocacia assenyala que va tenir coneixement de l'informe de l'interventor de la Generalitat –en el qual reconeix que no es disposa del criteri tècnic suficient per a pronunciar-se sobre aspectes com el pressupost que es va aprovar, els preus dels contractes, les valoracions tècniques i les modificacions– quan la causa ja era tancada, per la qual cosa va sol·licitar diligències complementàries per a fer aquesta anàlisi tècnica. No obstant això, manté que hi ha prou indicis establerts per la titular del jutjat d'instrucció número 17 en la seva ordre de processament per a presentar l'escrit d'acusació pels presumptes delictes de prevaricació i malversació en relació amb un circuit que no havia de costar diners i que va acabar costant uns noranta milions d'euros.
----
Pregunta: Quants euros va costar el circuit de fórmula 1?
Resposta: noranta milions
----
Pregunta: Qui ha sol·licitat arxivar la causa que investiga irregularitats en la construcció del circuit de fórmula 1?
Resposta: la fiscalia anticorrupció
----
Pregunta: Què ha presentat l'advocacia de la Generalitat?
Resposta:",un escrit d'acusació ad cautelam,0.0," Una carta de precaució contra Francisco Camps i més ex alts càrrecs del Consell i empresaris, al"
"La policia de Turquia ha detingut aquest dijous a Istambul 17 presumptes milicians durant una sèrie de batudes realitzades en diverses oficines del Partit Democràtic dels Pobles (HDP), segons han publicat mitjans de comunicació locals. Les operacions policials han tingut lloc unes hores després que es produís un doble atemptat amb bomba en el sud-est del país, el qual s'ha saldat amb la mort de nou civils i ha estat atribuït per les forces de seguretat al Partit dels Treballadors del Kurdistan (PKK). La policía turca asalta la sede del HDP en Estambul, 17 detenidos https://t.co/12BfOtNixD pic.twitter.com/XxS2nRCg7C — KurdisCat (@KurdisCat) August 11, 2016  Les unitats especials antiterroristes de la policia, amb el suport d'un helicòpter, han irromput aquesta matinada en les oficines del HDP en el districte central de Beyoglu, segons ha informat l'agència de notícies Dogan. L'objectiu de les batudes és acabar amb l''estructura urbana' del PKK, segons l'agència Anatòlia, que ha assenyalat que els detinguts han estat acusats de 'pertinença a un grup terrorista', reclutament i associació il·legal.
----
Pregunta: Quants civils han mort en el doble atemptat amb bomba?
Resposta: nou
----
Pregunta: A qui imputen l'autoria de l'atemptat les forces de seguretat?
Resposta: al Partit dels Treballadors del Kurdistan
----
Pregunta: En quina part del país turc hi ha hagut un doble atemptat amb bomba?
Resposta:",sud-est,0.0, Diyarbakir
"És un retaule amb talles de fusta policromada i panells pintats a l'oli amb un total de 51 personatges. Al centre es representa el Calvari. A l'esquerra, el davallament de la Creu, l'enterrament de Jesús i la resurrecció. A la dreta, el bes de Judes, la coronació d'espines i la flagel·lació. Als extrems hi ha quatre ales a la part baixa i dues més petites a dalt. A les inferiors retraten a Michel de Chaugy i la seva dona Laurette Jaucourt; a Jehan de Chaugy, pare del donant, a Guillemette de Montagu i la seva esposa, acompanyats pels seus sants protectors. Les ales petites de la part alta mostren dos àngels que sostenen els escuts d'armes dels donants.
----
Pregunta: Quants personatges hi ha al retaule?
Resposta: 51
----
Pregunta: Com són les talles de fusta del retaule?
Resposta: policromada
----
Pregunta: Com estan pintats el panells?
Resposta: a l'oli
----
Pregunta: Què es representa al centre?
Resposta: el Calvari
----
Pregunta: On trobem el davallament de Crist?
Resposta:",A l'esquerra,0.0, al centre
"Es coneix molt poc sobre la vida de Lisa. Va néixer a Florència, i durant la seva adolescència va contreure matrimoni amb un mercader de teixits i seda que anys més tard es va convertir en funcionari local. Va tenir cinc fills i va mantenir una vida de classe mitjana benestant i ordinària. Lisa va sobreviure al seu marit, que era considerablement més gran que ella.
----
Pregunta: Quants fills va tenir Lisa?
Resposta: cinc
----
Pregunta: Com era el marit de Lisa?
Resposta: considerablement més gran que ella
----
Pregunta: En quina ciutat va néixer Lisa?
Resposta: Florència
----
Pregunta: Quan es va casar Lisa?
Resposta: durant la seva adolescència
----
Pregunta: Quin tipus de vida va mantenir Lisa?
Resposta:",de classe mitjana benestant i ordinària,0.6666666666666666, una vida ordinària de classe mitjana
"Els moviments preliminars van consistir en una sèrie d'atacs i setges a diversos castells com ara el de Fushimi que estava custodiat pel clan Torii, liderat per Torii Mototada. Les Forces de l'«Exèrcit de l'Oest», comandades per Ishida Mitsunari van començar l'atac el 27 d'agost de 1600, el qual és conegut com a Setge de Fushimi. Les forces de Mototada eren sobrepassades en gran nombre de manera que els esforços es van reduir a retardar el més possible l'exèrcit de Mitsunari amb l'objecte que Tokugawa Ieyasu tingués temps suficient de fugir i rearmar un exèrcit de grans proporcions. Per realitzar aquesta tasca, Mototada va comptar amb el suport de centenars de guerrers de Koga, alguns dins del castell mentre que d'altres feien «guerra de guerrilles» als voltants. Prop de cent d'aquests ninges van morir en els enfrontaments i una vegada que hi va haver acabat la batalla de Sekigahara, Ieyasu va oferir un servei per als seus esperits.
----
Pregunta: Quants ninges van morir en els enfrontaments?
Resposta: Prop de cent
----
Pregunta: Qui liderava el clan Torii?
Resposta: Torii Mototada
----
Pregunta: Quines forces comandava Ishida Mitsunari?
Resposta:",l'«Exèrcit de l'Oest»,0.5714285714285715, Forces de l'Exèrcit Occidental
"Les eleccions espanyoles de diumenge a Catalunya han vist com l'independentisme (ERC, Junts per Catalunya, CUP) aconseguia gairebé el mateix nombre de vots que fa sis mesos (ERC, Junts per Catalunya i Front Republicà). La diferència entre els vots independentistes del 28-A (1.634.986) i els del 10-N (1.642.063) és poc significativa. S'ha crescut tot just de 7.077 vots. En canvi, l'independentisme ha passat del 39,2% dels vots al 42,4%. Una pujada notable, de 3 punts. Això s'explica perquè l'unionisme (PSC, Comuns, PP, Ciutadans, i Vox) en aquests sis mesos ha perdut 323.965 vots.
----
Pregunta: Quants vots han perdut PSC, Comuns, PP, Ciutadans i Vox en sis mesos?
Resposta: 323.965
----
Pregunta: Com és la diferència entre el nombre de vots independentistes del 28-A i els del 10-N?
Resposta: poc significativa
----
Pregunta: En quina quantia han augmentat els vots independentistes en les eleccions del 10-N respecte les del 28-A?
Resposta:",7.077,0.0, 3 punts
"El ple de les Corts Valencianes ha aprovat, amb el vot a favor de tots els diputats i l'abstenció d'un representant de Podem, d'instar el Consell perquè demani al govern espanyol de començar el procés d'execució del corredor mediterrani. El text aprovat proposa de començar els estudis previs i de planificació, establir una data estimada de començament i incloure una línia pressupostària per dotar-lo econòmicament. També han aprovat de sol·licitar que el corredor mediterrani sigui prioritat dins els plans de la Unió Europea. La iniciativa ha tingut el suport dels cinc grups amb representació al parlament valencià: PP, PSPV, Compromís, Podem i Ciutadans, a partir de la proposició no de llei sobre el corredor mediterrani presentada per Ciutadans i defensada per la diputada d'aquesta formació, María José García. El diputat de Podem César Jiménez s'ha abstingut perquè no està d'acord amb la part del text que diu que aquest projecte no sigui 'un prejudici' per al corredor central. Segons Jiménez, ha estat sempre l'excusa de l'executiu espanyol per a ajornar el corredor mediterrani.
----
Pregunta: De quants grups ha tingut suport la iniciativa?
Resposta: cinc
----
Pregunta: Qui s'ha abstingut en la votació?
Resposta: César Jiménez
----
Pregunta: On volen que el corredor mediterrani sigui prioritat?
Resposta:",dins els plans de la Unió Europea,0.4444444444444445, Unió Europea
"La façana s'articula en quatre ordres, i les seves altures no es corresponen amb els pisos interiors. Els tres ordres inferiors els formen 80 arcs sobre pilastres, i amb semicolumnes adossades que suporten un entaulament purament decoratiu. El quart el forma una paret cega, amb pilastres adossades, i finestres en un de cada dos vans. La part superior del Colosseu era de fusta i va ser reconstruïda amb pedra cap a l'any 223.
----
Pregunta: Quants arcs formen els tres ordres inferiors?
Resposta: 80
----
Pregunta: Com estan les semicolumnes dels tres ordres inferiors?
Resposta: adossades
----
Pregunta: Què forma el quart ordre inferior?
Resposta: una paret cega
----
Pregunta: De què era originàriament la part superior del Colosseu?
Resposta: de fusta
----
Pregunta: En quantes ordres s'articula la façana?
Resposta:",quatre,0.0, 4
"El front de fortes tempestes ha afluixat aquest dissabte a la tarda a l'Empordà després de deixar registres destacables com els 107 litres de Calonge, els 93 de Castell-Platja d'Aro, els 79 litres de Port de la Selva o els 65 de Palamós, segons dades de les estacions de Meteoclimatic i Meteocat. Protecció Civil manté l'alerta de l'Inuncat i demana precaució a tocar de les rieres. Per la seva banda, els Bombers de la Generalitat acumulen més de 180 serveis fins a les 18h, la majoria a les comarques gironines. Inundacions de baixos, pàrquings i soterranis, petites esllavissades a la via pública i la caiguda d'algun mur han acaparat les sortides, sense casos greus. Pel que fa a les trucades als telèfon d'emergències 112, s'han rebut 310 trucades des de la matinada per 209 incidents. Castell-Platja d'Aro, Roses i Mollet del Vallès han estat les tres poblacions amb més trucades per problemes relacionats amb els aiguats.
----
Pregunta: Quants serveis han hagut de fer els Bombers?
Resposta: més de 180
----
Pregunta: On ha afluixat el front de tempestes?
Resposta: a l'Empordà
----
Pregunta: Quina alerta manté Protecció Civil?
Resposta:",l'Inuncat,0.0, Inuncat
"El 1425 es va iniciar l'associació entre els tallers de Donatello i Michelozzo, que es va mantenir gairebé fins al final de la dècada del 1430; aquesta col·laboració artística donà com a resultat una sèrie d'obres importants. Michelozzo era uns deu anys més jove que Donatello, havia estat un antic deixeble de Brunelleschi i destacava com a bon escultor i arquitecte; mentre que Donatello era un indiscutible mestre de l'escultura. En les obres que sorgiren com a fruit d'aquesta associació, Michelozzo, per regla general, es dedicava a la resolució de les qüestions relacionades amb els aspectes socials i arquitectònics.
----
Pregunta: Quants anys era Michelozzo més jove que Donatello?
Resposta: uns deu anys
----
Pregunta: De qui havia estat un antic deixeble Michelozzo?
Resposta: Brunelleschi
----
Pregunta: Fins quan es va mantenir l'associació entre els tallers de Donatello i Michelozzo?
Resposta: fins al final de la dècada del 1430
----
Pregunta: Quan es va iniciar l'associació entre els tallers de Donatello i Michelozzo?
Resposta: 1425
----
Pregunta: Quin resultat donà la col·laboració artística entre els tallers de Donatello i Michelozzo?
Resposta:",una sèrie d'obres importants,1.0, Una sèrie d'obres importants
"L'intercanvi de presoners de guerra que ha tingut lloc avui entre les forces del govern ucraïnès i les milícies de les forces pro-russes de l'est del país ha acabat amb èxit i sense incidents, segons han confirmat representants de les autoproclamades repúbliques de Donetsk i Lugansk. Donestk i Lugansk han entregat a Ucraïna un total de 77 militars ucraïnesos (52 capturats per Donetsk i 25 per Lugansk) i rebut a canvi 123 dels seus combatents (60 milicians de Donetsk i 63 milicians de Lugansk) a través del lloc de control Mayorsk, prop de Hórlivka, segons han confirmat responsables de totes dues delegacions  a l'agència oficial de notícies russa, RIA Novosti. D'acord amb les condicions d'aquest intercanvi, tant el Comitè Internacional de la Creu Roja (CICR) i d'altres organismes internacionals tindran 'accés ple i incondicional a tots els detinguts', segons que han confirmat tant la responsable humanitària de Lugansk Olga Kobtseva com la defensora del poble de Donetsk, Daria Morozova. Les negociacions per al bescanvi han culminat després d'una llarga negociació que ha involucrat el Quartet de Normandia (Alemanya, Rússia, Ucraïna i França) i el Grup de Contacte Trilateral (Rússia, Ucraïna i l'OSCE) per posar fi a un conflicte que va començar l'abril del 2014 i que ha deixat ja 13.000 morts.
----
Pregunta: Quants militars presoners han retornat a Ucraïna?
Resposta: 77
----
Pregunta: Quants morts ha deixat el conflicte?
Resposta: 13.000
----
Pregunta: A quin lloc de control s'ha fet l'intercanvi de presoners?
Resposta:",Mayorsk,1.0, Mayorsk
"A la República romana del segle i aC, els jocs de gladiadors eren una de les formes d'entreteniment més populars. Per tal de subministrar gladiadors per als combats, es van establir per tota Itàlia diverses escoles d'entrenament o ludis. En aquestes escoles, els presoners de guerra i els criminals convictes –que eren considerats com a esclaus– eren entrenats en les habilitats necessàries per lluitar fins a la mort en els jocs dels gladiadors. El 73 aC, un grup d'uns 200 gladiadors de l'escola de Capua, pertanyents a Lèntul Batiat, van planejar una fugida. Quan es va revelar el seu pla, una força d'uns 70 homes es van armar amb estris de cuina (""destralons i espets""), van lluitar fins a escapar de l'escola i es van apoderar de diversos carros d'armes i armadures de gladiador.
----
Pregunta: Quants gladiadors van planejar una fugida?
Resposta: un grup d'uns 200
----
Pregunta: A qui entrenaven en aquestes escoles?
Resposta: els presoners de guerra i els criminals convictes
----
Pregunta: De quina escola eren els gladiadors que volien fugir?
Resposta: Capua
----
Pregunta: Quin forma d'entreteniment era molt popular?
Resposta:",els jocs de gladiadors,0.8571428571428571, jocs de gladiadors
"És un element del bloc p i l'últim del període 7. L'oganessó és actualment l'únic membre sintètic del grup 18. Té el nombre atòmic i la massa atòmica més grans de tots els elements coneguts. El seu nom temporal fou Ununocti (Uuo). L'àtom radioactiu de l'oganessó és molt inestable i, des del 2005, només s'han detectat tres àtoms (possiblement quatre) del seu isòtop 294Og en els experiments duts a terme per tal de sintetitzar-lo. Tot i que això només ha permès una determinació experimental molt escassa de les seves propietats i els possibles compostos que forma, els càlculs teòrics han ofert moltes prediccions, incloent-n'hi algunes de molt inesperades. Per exemple, tot i que l'oganessó és un membre del grup 18, probablement no és un gas noble, com ho són tots els altres elements d'aquest grup. Anteriorment es creia que era un gas, però actualment es preveu que sigui un sòlid en condicions normals.
----
Pregunta: Quants àtoms s'han detectat de l'isòtop 294Og des del 2005?
Resposta: tres àtoms (possiblement quatre)
----
Pregunta: Com s'anomena temporalment l'oganessó?
Resposta: Ununocti
----
Pregunta: Com es comporta l'àtom radioactiu de l'oganessó?
Resposta: molt inestable
----
Pregunta: A quin grup pertany l'oganessó?
Resposta: 18
----
Pregunta: Quin és actualment l'únic membre sintètic del grup 18?
Resposta:",L'oganessó,0.0, Oganesson
"La primera representació d'extractes de l'òpera en l'idioma original alemany es va presentar el 6 de febrer de 1938, durant una emissió de la ràdio alemanya a Txecoslovàquia, a Praga. Poc després, al 10 de desembre de 1938, l'òpera va ser estrenada en la traducció txeca al Teatre Municipal d'Olomouc. A causa de la tensa situació política de la Segona República Txecoslovaca del moment i amb l'ocupació imminent per les forces alemanyes de Hitler (que van tenir lloc unes setmanes després, al març de 1939) l'òpera es va dur a terme, evidentment, només una vegada durant aquest termini.
----
Pregunta: Quants cops es va representar l'òpera en aquest termini?
Resposta: només una vegada
----
Pregunta: Com es va fer la primera representació d'extractes de l'òpera?
Resposta: durant una emissió de la ràdio alemanya a Txecoslovàquia
----
Pregunta: On es va estrenar la traducció txeca de l'òpera?
Resposta: al Teatre Municipal d'Olomouc
----
Pregunta: Quan es va fer la primera representació d'extractes de l'òpera?
Resposta: el 6 de febrer de 1938
----
Pregunta: Quin és l'idioma original de l'òpera?
Resposta:",alemany,1.0, Alemany
"El cadirat baix té 53 seients amb la vida dels Sants esculpida al respatller. El cor alt consta de 69 setials, inclosa la cadira episcopal central amb l'escut del bisbe Alonso Suárez de la Fuente. Les taules representen escenes de la vida de Crist.
----
Pregunta: Quants seients té el cadirat baix?
Resposta: 53
----
Pregunta: De qui és l'escut que hi ha a la cadira episcopal central?
Resposta: Alonso Suárez de la Fuente
----
Pregunta: Què té el cadirat baix?
Resposta: 53 seients
----
Pregunta: Què representen les taules?
Resposta: escenes de la vida de Crist
----
Pregunta: On està esculpida la vida dels Sants?
Resposta:",al respatller,0.0, A la part posterior del seient baix
"La secció de Instrument de vent de fusta per a la Vuitena consisteix en dos flautins (un que dobla la cinquena flauta), quatre flautes, quatre oboès, un corn anglès, tres clarinets en si bemoll, almenys dos requints en mi bemoll, un clarinet baix en si bemoll, quatre fagots i un contrafagot. La secció de vent-metall comprèn vuit trompes, quatre trompetes, quatre trombons, una tuba i un conjunt «a part» de quatre trompetes (la primera pot ser doblada) i tres trombons. Els efectius de percussió consisteixen en dos jocs de timbales, dos de platerets, bombo, gong, triangle i campanes tubulars de registre greu. Mahler també hi va afegir un glockenspiel durant els assajos finals. També s'hi inclouen altres instruments: un orgue, un harmònium, un piano (també afegit a posteriori durant els assajos), dues arpes (tot i que quatre serien preferibles), una celesta i almenys una mandolina (però millor diverses). Mahler va suggerir que, en sales molt grans, el primer instrument de cada secció de vent de fusta fos doblat i que els efectius de la secció de cordes també s'incrementessin.
----
Pregunta: Quants flautins té la secció de vent de fusta per a la Vuitena?
Resposta: dos
----
Pregunta: Quin instrument va afegir Mahler durant els assajos finals a la secció de percussió per a la Vuitena?
Resposta: un glockenspiel
----
Pregunta: Quin altre instrument van afegir durant els assajos per a la Vuitena?
Resposta: un piano
----
Pregunta: Quantes timbales té la secció de percussió per a la Vuitena?
Resposta: dos jocs
----
Pregunta: Quantes trompes té la secció de vent-metall per a la Vuitena?
Resposta:",vuit,1.0, Vuit
"L'Observatori Contra l'Homofòbia (OCH) ha alertat que un jove va patir divendres al matí una greu agressió homòfoba al districte barceloní de Ciutat Vella, on dos homes van insultar-lo, al·ludint a la seva orientació sexual, i li van donar una pallissa. El jove, que no resideix a Barcelona, sortia d'una festa amb una amiga quan el van envoltar en un carreró del barri del Born els dos agressors, que el van increpar i agredir, ha informat el president d'OCH, Eugeni Rodríguez, a l'agència Europa Press. El jove va ser atès a urgències i l'OCH va activar el protocol quan va tenir coneixement dels fets, i va fer el corresponent avís a l'Ajuntament de Barcelona. La setmana vinent, el jove agredit rebrà assistència psicològica i l'OCH preveu que es presenti la denúncia davant els Mossos d'Esquadra aquest dimarts. El president de l'OCH ha lamentat que les agressions homòfobes hagin augmentat i que Ciutat Vella sigui el districte de Barcelona on es registren més denúncies d'agressions d'aquest tipus. Davant aquesta situació, ha subratllat que 'cal més que mai' que es constitueixi una taula amb l'Ajuntament de Barcelona, la Generalitat de Catalunya i els Mossos d'Esquadra per abordar aquest problema.
----
Pregunta: Quants homes van apallissar al jove?
Resposta: dos
----
Pregunta: On va ser atès el jove apallissat?
Resposta: a urgències
----
Pregunta: Quan es previsible que es presenti la denúncia davant dels Mossos d'Esquadra?
Resposta:",aquest dimarts,0.6666666666666666, dimarts
"El problema consistent a comptar el nombre de solucions de diferents tipus de problemes d'Apol·loni pertany al camp de la geometria enumerativa. El nombre de solucions general per cadascun dels deu tipus de problema d'Apol·loni es mostra a la Taula 1 superior. Tot i així, algunes disposicions especials dels objectes donats poden fer canviar el nombre de solucions. Per exemple, com es mostra a la il·lustració de la dreta, el problema d'Apol·loni no té solució si una circumferència en conté una altra, ja que per tocar la circumferència interna és necessari tallar l'externa, però la circumferència resolutòria no pot tallar una circumferència i ser-hi alhora tangent. D'altra banda, si les tres circumferències donades són tangents en el mateix punt, llavors qualsevol circumferència tangent al mateix punt és resolutòria; aquest tipus de problema d'Apol·loni tenen infinites solucions. Si les tres circumferències donades són idèntiques, existeixen també un nombre infinit de solucions. Si només dues de les circumferències donades són idèntiques, només hi ha dues circumferències diferents; els centres de les infinites circumferències resolutòries formen una hipèrbola, la qual cosa s'utilitza en un tipus de resolució del problema d'Apol·loni.
----
Pregunta: Quants tipus de problema d'Apol·loni hi ha?
Resposta: deu
----
Pregunta: Com és una circumferència tangent al mateix punt en el que ja ho són tres circumferències?
Resposta: resolutòria
----
Pregunta: Quina figura formen els centres de les infinites circumferències resolutòries?
Resposta: una hipèrbola
----
Pregunta: Quantes solucions existeixen si les tres circumferències donades són idèntiques?
Resposta:",un nombre infinit,0.5, Infinit
"L'Assemblea Nacional Catalana (ANC) ha aturat la campanya Consum Estratègic per l'ordre del jutjat mercantil 11 de Barcelona, que va acceptar la petició de Foment del Treball d'aturar la campanya com a mesura cautelar. Consum Estratègic té l'objectiu 'd'enfortir una economia catalana molt més deslligada de les pressions polítiques' i d'incentivar que s'abandonés el consum d'aquelles 'empreses de tipus oligopolístic' que havien 'participat obertament en la campanya de la por' contra l'independentisme. L'ANC n'ha informat les seccions territorials amb un comunicat intern on s'explica que 'des de l'Assemblea es continuarà lluitant el cas jurídicament, però, de moment s'haurà d'aturar tota acció pública de Consum Estratègic'. Fins ara no s'havia aturat la campanya perquè Foment tenia deu dies per pagar els 50.000 euros de fiança. Però, un cop ho han fet, l'ANC ha acatat l'ordre judicial. Èxit de la fira 'Eines de país': centenars de persones canvien de companyia La presidenta de l'ANC, Elisenda Paluzie, va defensar que la campanya 'Consum Estratègic' no promou el boicot, sinó la competència.
----
Pregunta: Quants euros de fiança ha pagat Foment?
Resposta: 50.000
----
Pregunta: Què ha de fer de moment l'ANC?
Resposta: aturar tota acció pública de Consum Estratègic
----
Pregunta: Quina campanya ha aturat l'ANC?
Resposta:",Consum Estratègic,1.0, Consum estratègic
"El S III fou el primer telèfon intel·ligent en donar suport el Voice Over LTE amb la introducció del servei HD Voice a Corea vdel Sud. El telèfon permet la videotrucada amb la seva càmera frontal d'1,9 MP, i amb el suport del còdec aptX, millora la connectivitat Bluetooth del dispositiu.  El Texting del S III no destaca cap característica nova important del S II. El Speech-to-text és ajudat per Vlingo i l'assistent de reconeixement de veu de Google. A diferència d'altres dispositius Android, hi ha una multitud d'aplicacions de tercers d'escriure disponibles que poden complementar el teclat per defecte del S III.
----
Pregunta: Quants MP té la càmera frontal?
Resposta: 1,9
----
Pregunta: Què ens permet el telèfon?
Resposta: la videotrucada
----
Pregunta: Què hi proporciona Google?
Resposta: l'assistent de reconeixement de veu
----
Pregunta: Què complementen moltes aplicacions de tercers?
Resposta: el teclat
----
Pregunta: Què millora el còdec aptX?
Resposta:",la connectivitat Bluetooth,1.0, la connectivitat Bluetooth
