prompt,answer,prediction,acc,f1
"The treatment he has had in art has evolved. Until the 14th century the Virgin Mary was laid down in a bed and later appears kneeling adoring the child or sitting next to him. Saint Joseph was initially represented as a secondary figure of sad appearance, although he evolved by occupying the gestures of worship of Mary. The Child Jesus is represented lying inside a basket, on a dining room full of straw, on a sheet or on the mantle of Mary. He usually wears diapers, although in this period he is shown naked. During the Renaissance he made the gesture of blessing. The singers Gloria in Excelsis Deo began to represent me in the 3rd century (I know the symbolically) and in the bouquet of my people,[3].
-----
Question: How was the Virgin Mary presented until the 14th century?
Answer: lying in a bed
-----
Question: How does it appear later?
Answer: Adoring the child or sitting next to him
-----
Question: How was Saint Joseph represented?
Answer: As a sad looking secondary figure
-----
Question: What gesture did Jesus make during the Renaissance?
Answer: the gesture of blessing
-----
Question: What year did the bull and donkey begin to be represented?
Answer:",from 343," The 14th century
",0.435546875,0.0
"Next to the road you can see willows and other high trees; a man and a woman dressed in layers and accompanied by a peasant with a basket of eggs on their head, are incorporated from another side road that crosses a meadow surrounded by a fence of stakes. Further on the road is a large country house with a patio surrounded by high walls, then a small group of houses next to a lake nestled between the hills and some vineyards perched on one side, another reference to the Eucharist. On the left, at the end of the road, is a walled city with many splendid buildings, which is usually seen by a painter on top of the hills, and a subtle image of the landscape was used to be the sunlight.
-----
Question: How are the trees on the side of the road?
Answer: High Height
-----
Question: What do we find further down the road?
Answer: a large country house
-----
Question: What are the vineyards about?
Answer: The Eucharist
-----
Question: What does the sunrise symbolize?
Answer: renewal and redemption
-----
Question: What did I not use as background?
Answer:",the nature of the," The Eucharist
",0.61328125,0.0
"The Nativity is one of Robert Campin’s most outstanding works, known as the Master of Flémalle; it is located in the Museum of Fine Arts in Dijon since 1928. It keeps some differences with other works of this theme: the scene is captured by day and there appear the midwives, Zelemi and Salome, some characters that were described in the Apocryphal Gospels. In addition to the Nativity, the work represents the worship of the shepherds who appear out of the window, with less prominence than usual; another unusual thing is the arrangement of the bull, from the Child Jesus, instead of heating it with his own in the Josephus. It is not a secondary image, but a symbol of the painting that is clearly [1] in the painting of the painting of the painting. The painting is a symbol of the symbol of the painting.[1]
-----
Question: How was Robert Campin known?
Answer: The Master of Flémalle
-----
Question: Where can we see this work?
Answer: at the Museum of Fine Arts in Dijon
-----
Question: What characters described in the Apocryphal Gospels do they appear?
Answer: Zelemi and Salome
-----
Question: How is the bull?
Answer: Back to Baby Jesus
-----
Question: What holds Saint Joseph?
Answer:",a candle," The Child Jesus
",0.6484375,0.0
"Joseph is here not a secondary character but a venerable old man. He holds in one hand a candle that protects from the wind with the other hand, even if it is day, to remind the viewer that Jesus was born at night and the darkness gave way to light.[14] This representation of Joseph must be related to the revelations of St. Brigid of Sweden (s.XIV),[16] where the saint was seen incorporated into the scene and provided a detailed description of childbirth. In this revelation appears for the first time the figure of the candle carried by Joseph.[17]
-----
Question: How is Joseph represented?
Answer: A Venerable Elder
-----
Question: What protects from the wind with one hand?
Answer: a candle
-----
Question: What reminds us of the candle?
Answer: That Jesus was born at night
-----
Question: What revelations can we relate this representation of Joseph?
Answer: With the revelations of St. Brigid of Sweden
-----
Question: What first appears in these revelations?
Answer:",the figure of the candle," The candle
",0.64453125,0.5
"The story is told in the Gospel according to Luke (Luke 2:1-7) where it is explained how Mary and Joseph had moved to Bethlehem to attend an edict of registration ordered by Caesar Augustus when the Virgin Mary took part. They had not been able to find any accommodation and settled in a manger. After childbirth, the Child Jesus was cast with diapers and deposited in a feeder for cattle. The angels present to accompany the new messiah spread the news.
-----
Question: Where is the story told?
Answer: In the Gospel According to Luke
-----
Question: What do you travel to Bethlehem for?
Answer: to attend a registration edict
-----
Question: Who ordered the edict?
Answer: Caesar Augustus
-----
Question: Where were they installed?
Answer: in a manger
-----
Question: Who spread the news?
Answer:",The angels," The angels
",0.8046875,1.0
"The song's lyrics tell the story of a high-class girl who works as a prostitute.[13] To deny rumors that the song speaks of Jacqueline Kennedy,[11] the singer said that ""[is about] a rich woman. I try to say that people like her can also be prostitutes, you don't need to be guided by prejudices. This is the theme of the song, but I prefer that people listen to it and that they take their own conclusions out of it.""[12] The reference to the geishes in the verse ""Met a man from China went down to Geisha Minah"" (English: ""I met a man from China, turned them into a Japanese culture"") is said to be the word she uses here, because she says the cakeet in the French word, ""that she says the righte,"" in the word ""Meth, ""Meth in the cake.""[14]
-----
Question: What explains the lyrics of the song?
Answer: The Story of a High Class Girl Who Works as a prostitute
-----
Question: About who indicated the rumors that the song spoke?
Answer: Jacqueline Kennedy
-----
Question: Where does the geisha refer to the song?
Answer: in the verse ""Met a man from China went down to Geisha Minah""
-----
Question: What culture did the singer admire?
Answer:",Japanese Japanese," The Japanese culture
",0.53125,0.5
"""Killer Queen"" was recorded and produced at Rockfield Studios in Wales.[6] The mix was handled by Roy Thomas Baker, who overlaid the tapes to achieve the bell effect of May's solo.[7] Because May had been ill with hepatitis, the parts for the other instruments were first recorded and the guitar was added at the end. To give a vaudeville sound the piano part, which was Chappell's according to photographer Peter Hince, who accompanied the band.[9]
-----
Question: Where was ""Killer Queen"" recorded?
Answer: at Rockfield Studios
-----
Question: What country are Rockfield Studios in?
Answer: Wales
-----
Question: Who made the mix?
Reply : Roy Thomas Baker
-----
Question: What brand was the piano according to Peter Hince?
Answer: Chappell
-----
Question: Which photographer accompanied the band?
Answer:",Peter Hince," Peter Hince
",0.76171875,1.0
"On the complicated arrangements of this song, Echoes of Rock wrote, ""This theme marks a style with Brian's guitar starts [May], bells and some small effects [...] It deserves all the respect for being among the band's greatest hits.""[10] In a 2008 interview with Q magazine, May said that ""It's a perfect pop song and one of Freddie's best songs. It's beautifully built and contains one of the solos of which I'm most proud.""[11] Mercury commented during an interview with NME that ""people are accustomed to rock and energe music, but [in] almost that simple thing you'd't want to be a band band band-like performance.""[6] It's not to be the most luxurious of the band's being out of the band.
-----
Question: How were the arrangements of the song?
Answer: complicated
-----
Question: What were people used to according to Mercury?
Answer: to hard rock and energetic music by Queen
-----
Question: What could people with classes be according to Mercury?
Answer: whores
-----
Question: Whose influences did it get?
Answer: from The Beatles
-----
Question: How much did Deacon comment about the change of style in the group?
Answer:",1979 - 1979," a lot
",0.42578125,0.0
"The song was played live between 1974 and 1978 in a medley.[27][28][29][30] In 1974, the band played the song after ""In the Lap of the Gods"",[27] and between 1975–76, the song was played after ""Bohemian Rhapsody"".[28] In 1977, ""Killer Queen"" was played as an introduction to a medley, and was followed by ""Good Old-Fashioned Lover Boy"".[30] The following year, it preceded ""Bicycle Race"".[31] In 1979, the band played most of the song, and when the guitar solo was finished, they played as the initials for ""I Love-Canad"" (November 1985's Love-Fashion album),[32] and ""Valentine's live"" on the Montreal's album.
-----
Question: When did the band play the song in 1974?
Answer: After In the Lap of the Gods
-----
Question: What song did ""Killer Queen"" follow when it was played as an introduction to a medley in 1977?
Answer: Good Old-Fashioned Lover Boy
-----
Question: What song were the opening measures played when the guitar solo ended?
Answer: from ""I'm in Love with My Car""
-----
Question: How much did The Works Tour take?
Answer:",1984 and 1985," The Works Tour took about a year and a half to complete.
",0.466796875,0.16666666666666666
"Precisely because of his non-existent religious vocation since childhood, in 1754 he asked to be able to renounce all his ecclesiastical positions, which he finally achieved. However, and despite the desires he had to marry he had many difficulties to do so, especially because of the refusal of his brother Charles III of Spain, who saw the succession of his son, who had not been born in Spain but in Naples, contravening the law of succession of Philip V, and therefore saw his brother as a possible usurper. For this reason, Louis only obtained permission to marry once the king had promulgated a pragmatic marriage in 1776. He married María Teresa of Vallabriga, becoming a mexorganic succession to his sons and their sons.
-----
Question: When did Louis ask to resign all his ecclesiastical offices?
Reply : 1754
-----
Question: Who was Louis' brother?
Answer: Charles III of Spain
-----
Question: Where was Charles III's son born?
Answer: Naples
-----
Question: Who did Luís marry?
Answer:",Maria Teresa of Vallabriga," María Teresa de Vallabriga
",0.71484375,0.5
"However, his positions and the religious career itself, as the cardinal-child grew up, he was not awakened by a religious vocation, in fact, he hardly resided in the dioceses under his care.[11] In his youth, his interests were far away in the Church: dance, music, hunting, mechanics, fencing, board games... among all his hobbies stood out the attraction for women, something that was inconceivable for someone from the ecclesiastical establishment. As of 1746, the year of Philip V's death, Louis went on to live with his mother Isabel Farnese in the Granja de San Ildefonso (which all tries the death of Philip V), where he dedicates the other activities of his age and [9] and hunted down to his unholy passions.
-----
Question: How were Louis’ interests in his youth?
Answer: Far away in the Church
-----
Question: What hobby stands out among all that Lluís had?
Answer: Women
-----
Question: When did Philip V die?
Reply : 1746
-----
Question: Where did Louis live with his mother from 1746?
Response: at the Farm of San Ildefonso
-----
Question: Who was trying to intervene in royal politics despite the death of Philip V?
Answer:",Isabel Farnese," The Duke of Orléans
",0.6875,0.0
"Three months later, the same year, on 3 December he was imposed the habit of the Order of Santiago in the monastery of San Lorenzo de El Escorial, granting him the right to hold the cross of the order and were granted the commanderies of various orders: Clavería, Segura de la Sierra, Bejís and Castells de la de Calatrava; Azuaga and La Granja, of the Santiago; and Cabeza del Buey, of the one of Alcántara. In addition to this, the infant Louis also held the collars of the order of the Toisó de Or French and the Santo de la Orsperit,[1] He was made the most important of the priest of the same year. In addition, he had been appointed to the priest of the same year of the same.[1]
-----
Question: Where was the habit of the Order of Santiago imposed on the infant Lluís?
Answer: in the monastery of San Lorenzo in El Escorial
-----
Question: What was given to Louis on 19 November 1741?
Answer: the temporary administration of the Archdiocese of Seville
-----
Question: How much was the cardinal-child's annual income?
Answer: 160.635.454 Maravedís
-----
Question: How many euros would the annual income of the cardinal-child according to López Marinas?
Answer: to about EUR 160 million in 2009
-----
Question: Why did the Church never come to publish Louis’ appointments?
Answer:",because of the lack of prestige that came from appointing a child in these positions," because the Church was not aware of the existence of the cardinal-child
",0.310546875,0.27272727272727276
"The pope expressed reluctance to the appointment of the infant in the terms specified by Philip V, because that could be a scandal, because since the Council of Trent, these matters had become tougher. However, on the Spanish side, the example of the Cardinal-child Ferdinand of Austria, son of Philip III, appointed cardinal and archbishop of Toledo after the Council of Trent, but the pope argued that the infant Ferdinand was made a cardinal at ten years and archbishop of Toledo at the twelve, thus very different from what was intended to do with Louis Antonius.[7] Tired, Philip V sent directly a letter of presentation on 19 July 17,[7] and everything seems to keep the usual position from being made by Philip V, by the great priest of Spain, who was appointed only to the twelveh most ordained to the twelfth century.[1]
-----
Question: Whose son was Ferdinand of Austria?
Answer: Philip III
-----
Question: What was Ferdinand of Austria appointed after the Council of Trent?
Reply : Cardinal and Archbishop of Toledo
-----
Question: How old was Ferdinand when he was made Archbishop of Toledo?
Answer: 12
-----
Question: What did Philip V send the Pope on 19 July 1734?
Answer: a cover letter
-----
Question: What was the largest and richest diocese in the country?
Answer:",the Diocese of Toledo," Toledo
",0.6796875,0.5
"He was born on 25 July 1727, shortly before 7 a.m. He was the fourth and last male child born to the marriage of King Philip V of Spain and his second wife, Isabel Farnese. According to the Gaceta of Madrid on 29 July, the child was born robust, beautiful and enjoying a good body constitution, in a part without negative consequences for the queen; he was quickly baptized with the name of Louis Antoni Jaume de Borbón and Farnese, in the presence of the apostolic nuncio, ambassadors and other personalities of royalty and nobility.[3] He was paternal grandson of the Grande, Louis Delfine and his wife of Bavaria by his mother Parma, and Duquezburgess.
-----
Question: At what time was Lluís born?
Answer: shortly before 7am
-----
Question: Who was the second wife of Philip V of Spain?
Response: Isabel Farnese
-----
Question: How was Lluís born according to the Gaceta of Madrid?
Answer: born sturdy, beautiful and enjoying a good body constitution
-----
Question: Whose maternal grandson was Louis?
Answer: from the Duke of Parma Odoard II and his wife, Duchess Dorothea Sophia of the Palatinate-Neuburg
-----
Question: Who was Lluís baptized in the presence?
Answer:","of the Apostolic Nuncio, ambassadors and other personalities of royalty and nobility"," the Apostolic Nuncio, ambassadors and other personalities of royalty and no",0.69921875,0.8571428571428572
"Lluís Antoni de Borbó died on 7 August 1785 in the town where he lived, Arenas de San Pedro, at the age of 58. In his will he dictated that he wished to be buried in the chapel of his palace in Boadilla del Monte. However, his last wills were not taken into account and the child was buried in the church of San Pedro de Alcántara in the same town of Arenas.[21][30] Charles III ordered and arranged for his burial to be made with all the honors that corresponded to a child of Spain and made inventory of his goods, some of which were incorporated into the royal collections buried in the monastery of San Pedro de Alcántara.[21] However, it was definitely the nephew of his nephew,[21] of the King Lorenzo de la Reignor,[31][21]
-----
Question: When did Lluís Antoni de Borbó die?
Reply : 7 August 1785
-----
Question: In which town did Lluís Antoni de Borbó live when he died?
Response: San Pedro Sands
-----
Question: How old was Lluís Antoni when he died?
Answer: 58
-----
Question: Where did Lluís Antoni wish to be buried?
Answer: to the chapel of his palace in Boadilla del Monte
-----
Question: Who was a nephew of Lluís Antoni?
Answer:",King Charles IV," Lorenzo de la Reignor, the King of Spain
",0.41015625,0.2
"The work shows the workshop-shop of a goldsmith equipped with finely worked jewels and objects that are exposed on the shelves on the right. In the center, sitting in front of the work desk, is the main figure of the heavy goldsmith a wedding ring with a scale.[2] It is dressed in an elegant red robe and a kind of cap of the same color on the head. Right behind it is a young and aristocratic couple in sumptuous costumes who are buying the wedding ring. On the counter, painted in trompe-l'eil,[9] it is a ceremony used in the mirror of the FEC A2X reflects the front square.[14]
-----
Question: What does the work show?
Answer: A goldsmith's shop-workshop
-----
Question: What is the workshop-shop equipped with?
Answer: With finely worked jewelry and objects
-----
Question: Where are the jewels of the workshop-shop exposed?
Answer: On right shelves
-----
Question: What is the goldsmith weighing?
Answer: A wedding ring
-----
Question: How do you dress the goldsmith?
Answer:",with an elegant red robe and a kind of cap of the same color on the head," In a red robe and a kind of cap
",0.60546875,0.6
"The work was painted in Flanders during the 15th century. At this time there is an advanced society, with an economy based on luxury textiles and trade, favored by the excellent strategic situation of the region: through there were the great land trade routes that went from Italy and France to the North Atlantic — England and Nordic countries — and the maritime routes that went from the North Sea to the Cantabrian Sea. The Flemish bourgeoisie liked luxury and art, in accordance with the development of their economic and intellectual interests. These works were intended for their own enjoyment, that is to have them and look at home or private, they considered the technique of mangeois.
-----
Question: Where was the work painted?
Answer: in Flanders
-----
Question: When was the work painted?
Answer: During the 15th century
-----
Question: Where did the great sea routes go?
Answer: from the North Sea to the Cantabrian Sea
-----
Question: What did the Flemish bourgeoisie like?
Answer: Luxury and art
-----
Question: What was considered to be an ideal, inexpensive and suitable technique to reflect bourgeois tastes?
Answer:",the painting," Mangeois
",0.59375,0.0
"The diversity of finely crafted objects displayed on the shelf on the right was a sort of advertisement for the goldsmiths' guild. It included the raw materials of the activity: red coral, glass, porphyry, perletes and a doll necklace; and finished products such as brooches, rings and a buckle belt.[14] The glass jar on the lower shelf probably served to contain eucharistic wafers. The lid that encloses it has a figure of a pelican iconographically related to the sacrifice of Jesus, as the flesh is torn off his chest to feed his children.[1]
-----
Question: Where are finely crafted objects shown?
Answer: On the right shelf
-----
Question: What did objects on the shelf on the right represent for the goldsmiths’ guild?
Answer: A Kind of Announcement
-----
Question: Which finished products are included?
Answer: Brooches, rings and a buckle belt
-----
Question: What was the glass jar on the bottom shelf for?
Answer: Probably served to contain eucharistic wafers
-----
Question: What figure has the lid that closes the glass jar?
Answer:",a pelican," The Pelican, iconographically related to the sacrifice of Jesus
",0.66796875,0.25
"The technical analysis of the underdrawing of the goldsmith's face reveals a work of great precision, rather than the faces of the bridal couple, which suggests that the central objective was a portrait, supposedly, of Willem van Vlueten. The young couple presents too generalist features to identify a particular character.[10] However, in 1449, in which the work was done, the Duke of Burgundy commissioned Van Vlueten a gift for Mary of Gelderland on the occasion of their marriage to James II of Scotland. The couple in the painting could represent or be an allegory of this marriage.[11] It seems clear that there is a work of marriage, if it is a symbolism, and that the marriage is made,[2].
-----
Question: What does a very precise job reveal?
Answer: Technical analysis of the underlying drawing of the goldsmith’s face
-----
Question: Whose portrait could supposedly have been?
Answer: Willem van Vlueten
-----
Question: What year was the work done?
Reply : 1449
-----
Question: For whom was the gift given by the Duke of Burgundy to Van Vlueten?
Answer: Maria de Gelderland
-----
Question: Who did Maria of Gelderland marry?
Answer:",James II of Scotland," James II of Scotland
",0.7890625,1.0
"As was the case with the Septuagint, the Greek translation of the Hebrew Bible that took place before the Imperial era, Jewish literature in Greek during the Imperial era was written mainly by Jews who spoke Greek.[132] Some of the Jews who wrote in Greek, towards the end of the Hellenistic period and the beginning of the Imperial period, such as the philosopher Philo and the historian Josephus, included the Gentiles among their desired audience.[133] The Sibylline Oracles and the Book of Wisdom are other examples of Jewish literature in Greek from this period.[134]
-----
Question: Who wrote Jewish literature in Greek?
Answer: Greek-speaking Jews
-----
Question: What Jewish philosopher was writing in Greek?
Answer: Philo
-----
Question: Which Jewish historian wrote in Greek?
Answer: Josephus Flavius
-----
Question: Who had among his audience Philo and Josephus?
Answer: the Gentiles
-----
Question: What are the Sibylline Oracles and the Book of Wisdom examples of?
Answer:",of Jewish literature in Greek, The Sibylline Oracles are a collection of oracular utterances attribu,0.65625,0.15384615384615385
"In Italy, the written use of Latin had replaced Oscan, which, like Latin itself, was an Italic language, and Etruscan, by the 1st century AD.[94] Oscan has been preserved by inscriptions preserved by the eruption of Vesuvius in AD 79, in Pompeii, a city that was located in the Oscan region, a couple of which may date from AD 63 to AD 78.[95] In the mid 1st century, Emperor Claudius, interested in ancient cultural manifestations, knew Etruscan and wrote a work in several volumes on the history of the Etruscan people, which has not come to this day.[96]
-----
Question: What language replaced the written use of Latin?
Answer: The Oscan
-----
Question: What is Oscus?
Answer: an Italic language
-----
Question: What inscriptions have made the notch preserved?
Answer: the inscriptions preserved by the eruption of Mount Vesuvius
-----
Question: Which emperor knew the Etruscan?
Answer: Claudius
-----
Question: What did Claudius write?
Answer:",several volumes on the history of the Etruscan people," a history of the Etruscan people
",0.50390625,0.7272727272727273
"Trilingualism was not uncommon among educated classes who came from regions where languages other than Latin or Greek were spoken.[176] The Latin author Apuleius – author of The Metamorphoses, considered the first novel in history – also wrote in Greek, and had learned his mother's Punic. The Babata archive is a suggestive example of practical multilingualism: these papyri, named after a Jewish woman from the province of Arabia and dated from 93 to 132 AD, are mostly written in Aramaic, the local language, but the alphabet they use is Greek, with Latin and Latin influences, however, did not translate into the Greek governor's request.[177]
-----
Question: What was not uncommon among educated classes?
Answer: Trilingualism
-----
Question: Which regions did the trilingual educated classes come from?
Answer: from regions where languages other than Latin or Greek were spoken
-----
Question: Which is considered to be the first novel in history?
Answer: Metamorphoses
-----
Question: Who wrote The Metamorphoses?
Answer: Plough
-----
Question: From whom did Apuleius learn Punic?
Answer:",of his mother," from his mother
",0.66015625,0.6666666666666666
"The international use of Greek was a factor that allowed for the expansion of Christianity, as indicated, for example, the use of Greek in the Pauline epistles.[8] Constantine, the first emperor to convert to Christianity, probably knew Greek enough, although Latin was the main language of his court and used an interpreter to address the Greek-speaking bishops of the Council of Nicaea.[139] In the Western Christian Latin epistles,[1] Greek did not appear to be subordinate to the ""paganism"" and considered a foreign language (lingua peregrina).[140] Augustine confessed that he despised communication and found it to be difficult to learn Greek from it in the first century.[14] During the Greek, he did not appear to have it as a secondary language,[1] and that it was to be spoken in the Greek,[4].
-----
Question: What factor allowed the spread of Christianity?
Answer: International use of Greek
-----
Question: Who was the first emperor to convert to Christianity?
Answer: Constantine
-----
Question: What was Greek associated with the Christian Latin West?
Answer: with ""paganism""
-----
Question: Who said that he despised Greek?
Answer: Saint Augustine
-----
Question: How did St. Augustine consider it to be the Greek language?
Answer:",hard to learn," He considered it to be a foreign language (lingua peregrina)
",0.46875,0.16666666666666666
"Koine Greek had become the lingua franca of the Eastern Mediterranean and even of Asia Minor as a result of the conquests of Alexander the Great.[6] The ""linguistic border"" was located on the Balkan Peninsula, separating Latin, in the west, from Greek, in the east.[7] Romans with some training, particularly those of the ruling elite, studied Greek and often achieved a high level of fluency in this language, which was useful for diplomatic communications with the Eastern part, even within the Empire's own borders. The international use of Greek was one of conditions that favored Christianity, as the Greeks choice of the Eastern Roman Empire may later be made into the dominant language.[8]
-----
Question: What was the vehicular language of the Eastern Mediterranean?
Answer: Koine Greek
-----
Question: Where was the linguistic boundary that separated Latin from Greek?
Answer: on the Balkan Peninsula
-----
Question: Which Romans were studying Greek?
Answer: Romans with some training
-----
Question: Why was Greek useful to the ruling elite?
Answer: for diplomatic communications with the eastern part
-----
Question: What language were the Pauline Epistles written in?
Answer:",Greek language," Koine Greek
",0.55859375,0.5
"The prolific Syriac scholar Bardesanes knew Greek, and sent his son to study in Athens; however, he decided to write in his own language. In addition to writing homilies and treatises in Syriac, Bardesanes also composed 150 hymns ""of enormous influence and doubtful doctrine"".[56] Other works written in Syriac, such as various Christian treatises, dialogues and apocryphal acts, also stand out from that time.[54] Some Syriac works contain Gnostic elements, as well as exerting a notable influence on the dispersion of Manichaeism.[57]
-----
Question: Where did your son Bardesanes send?
Answer: in Athens
-----
Question: Why did Bardesanes send his son to Athens?
Answer: to study
-----
Question: How many hymns did Bardesanes compose?
Answer: 150
-----
Question: How were the hymns that Bardesanes composed?
Answer:",of enormous influence and doubtful doctrine," hymns
",0.76171875,0.0
"However, it is also necessary to note that the Liber Pontificalis says that he was of Greek origin, probably from the city of Athens. In addition, he claims that he was an ancient philosopher, probably before converting to Christianity, but does not mention the name of his father, who is unknown to the author of the Liber.[2] Francesco Scorza mentions that the assimilation of Higini into the profession of philosopher is probably due to the similarity of his name to that of other authors of Latin origin of the century and, like Gaius Julius Higini, in charge of the Palatine Library, named for Octavius Augustus, or Higinius the Astron.[3][7] For his part, Cormen, points out that Louis was a philosopher of a son.[8]
-----
Question: Where was he probably from?
Answer: from Athens
-----
Question: What do they claim it was?
Answer: an ancient philosopher
-----
Question: What became Higini?
Answer: to Christianity
-----
Question: Who was unaware of the name of Higinius' father?
Answer: the author of Liber
-----
Question: What did Gaius Julio Higini handle?
Answer:",of the Palatina Library," the library of the palatine
",0.55078125,0.6666666666666666
"Finally, he is credited with writing apocryphal works, specifically two pseudo-Isidorian decretals, which are signed with a variant of his name, ""Vigini"".[2] The first, De Fide et Religionis Causis, is addressed to all believers, and the second, Epistola ad Athenienses, is only addressed to the Athenians.[17]
-----
Question: What written works are attributed to you?
Answer: apocryphal
-----
Question: What name are they signed?
Reply : Vigini
-----
Question: What is Vigini?
Answer: a variant of your name
-----
Question: Who is Epistola ad Athenienses addressed to?
Answer: to Athenians
-----
Question: What do some authors say they wrote?
Answer:",a treatise on God and his incarnation on Jesus Christ," a work of the same name, addressed to the Athenians, is attributed to",0.341796875,0.0
"Of the known provisions, contained in the Liber Pontificalis, it is mentioned that Higini installed the figure of the godparents in the baptism of the babies in order to guide them in Christian life.[8] On the other hand, he would also have decreed the consecration of all the churches and would have defined the ecclesiastical hierarchy, both in order and in different ranks. However, Louis Loomis states that the definition of the author of the Liber is too vague and possibly only a simple attribution for convenience to give importance to Higini, causing it to grant tasks and functions to the clergy.[15] Likewise, Louis Duchesne says that this same statement appears in the biography of Pope Horestides,[7] making it more likely that he was not to know the fact of the priestly orde,[7] but that this most likely means to the saintly orde[citation, that it is not to the fact that it is the most.
-----
Question: What figure did Higini set up?
Answer: godparents
-----
Question: What did you define?
Answer: the ecclesiastical hierarchy
-----
Question: How many priests are attributed to you?
Answer: fifteen
-----
Question: What did godparents have to do with babies?
Answer:",guide them in Christian life," to guide them in Christian life
",0.6640625,0.9090909090909091
"On the other hand, during his tenure date the first manifestations of Gnostic doctrines in Rome, which were considered heretics by the Church. Coming from Egypt and Alexandria as the nucleus of origin, similar to other Christian heresies, Irenaeus of Lyons and Eusebius of Caesarea comment on the arrival of Valentinus in the city in the time of Higinius, where he resided until the pontificate of Aniceth, having his moment of maximum apogee during the tenure of Pius I and also narrating the arrival of Cerdo, predecessor of Marion. Allegedly, Cerdo appeared to retract his gnosticism and regularly attended the Roman community, but he did not attend the subsequent teachings.[13]
-----
Question: Who arrived in the city in the time of Higinius?
Answer: Valentine
-----
Question: How did Gnostic teachings continue?
Answer:",in secret," Cerdo
",0.50390625,0.0
"With the passage of time and the various destructions suffered by the monastery of Sant Cugat, data of the burial of Saint Candide had been lost. According to documents, the discovery was made thanks to a demonstrated woman who was taken to the church of the monastery to expel evil spirits from her body; during these acts, the woman pointed to the place where the body of Saint Candide was located in the chapel of Saint Michael. In the presence of King James II of Aragon and a large number of companions, the sepulchre was opened and the bones were removed to put them in a ""decent place"".[3]
-----
Question: What data was lost?
Answer: from the burial of Saint Candide
-----
Question: Who was taken to the church of the monastery of Sant Cugat?
Answer: A Demon Woman
-----
Question: Why was the demon woman taken to the monastery of Sant Cugat?
Answer: To expel evil spirits from your body
-----
Question: What did the woman point out?
Answer: the place where the body of Saint Candide was
-----
Question: Where were the bones of Saint Candide placed?
Answer:","in a ""decent place"""," In the chapel of Saint Michael
",0.73046875,0.25
"The roof of the front is completely smooth, while the back is divided into three squares separated by a border of geometric motifs and decorated with vegetable entanglements on the total edge of the lid. The central part is covered by a pancrator inside a mandorla surrounded by the symbols of the four evangelists. In the compartments on both sides are two tourist angels in genuflexion carrying an incenser; both look towards the Pancrator.[1]
-----
Question: How is the front deck flap?
Answer: Fully smooth
-----
Question: How many squares is the back cover flap divided?
Answer: three
-----
Question: What separates the three squares from the hinge of the back cover?
Answer: a border of geometric patterns
-----
Question: Why is the Pantocrator surrounded?
Answer: by the symbols of the four evangelists
-----
Question: Where do tourist angels look?
Answer:",in the Pantocrator," to the Pantocrator
",0.57421875,0.5
"Duran and Cañameres made comparative studies with other works in which he describes the mixture he appreciates in the work of Romanesque and Gothic motifs. The trilobate arches that presents one of the rectangular faces of the ark and the sides are similar to those of other works of the 13th century and to the altar frontal dedicated to the Virgin who belonged to the monastery of Sant Cugat (currently in the Civico Museum of Antique Art in Turin.[8][9] Apart from this front, there are also this type of arches and with the same dating as the urn in the front of the church of Santa Perptua de Mogoda and Cebrià in the front church of Cabbrià.[10]
-----
Question: What mixture do you appreciate in the work Duran and Cañameres?
Answer: Romanesque and Gothic motifs
-----
Question: What does one of the rectangular faces of the ark have?
Answer: Trilobate arcs
-----
Question: Who is the altar frontal dedicated to?
Answer: To the Virgin
-----
Question: Where can you also find trilobatus bows?
Response: to the front of the church of Santa Perpètua de Mogoda and to the front of the church of Sant Cebrià de Cabanyes
-----
Question: Who owned the altar frontal dedicated to the Virgin?
Answer:",in the monastery of Sant Cugat," The monastery of Sant Cugat
",0.51953125,0.888888888888889
"In the central part of the back is staged the disgorgement of Saint Candide, kneeling before his executioner with the legend above him of sanctus candidus. On the right side is a group of five characters on horses, and in the background there are trees of round shape typical of the early Gothic; on the left side there are two groups of people, some on cavalries and other rights, and at the end there is a figure separated from the others with the legend of santus maurisius. In total there are seventeen characters, plus the two central of Saint Candide and his executioner. The decoration with the border that frames the panel is identical to the other rectangular face.[1]
-----
Question: What is staged in the middle of the back face?
Answer: the disgorgement of Saint Candide
-----
Question: What legend has it about your holy candidacy?
Answer: sanctus candidus
-----
Question: How are the trees that are appreciated in the background?
Answer: rounded in shape
-----
Question: Where does the figure appear with the legend of santus maurisius?
Answer:",at the end," the two groups of people
",0.7265625,0.0
"The urn was made on the occasion of the discovery of the sepulchre with the body of Saint Candide, which was placed in the apse of the head of the Epistle of the church of the monastery of Sant Cugat del Vallès. The finding took place under the command of the abbot Guerau de Clasquerí (1277-1294). The urn, of a religious nature, was built in a Catalan workshop of anonymous author to honor the relics of the martyr Candide.[1]
-----
Question: Whose body was discovered in the tomb?
Answer: from Saint Candide
-----
Question: In which monastery was the body of Saint Candide?
Answer: Monastery of Sant Cugat del Vallès
-----
Question: When did the find take place?
Answer: under the mandate of Abbot Guerau de Clasquerí
-----
Question: Where was the urn built?
Answer: in a Catalan workshop
-----
Question: Why was the urn built?
Answer:",to honor the relics of the Candid martyr," to honor the relics of Saint Candide
",0.3828125,0.6666666666666666
